year.key,league.key,team.key,franchise.key,team.key.bbref,team.key.lahman45,team.key.retro,name
1904,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1904,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1904,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1904,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1905,AL,BOS,BOS,BOS,BOS,BOS,Boston Americans
1905,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Superbas
1905,NL,BSN,ATL,BSN,BSN,BSN,Boston Beaneaters
1905,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1905,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1905,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1905,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1905,AL,DET,DET,DET,DET,DET,Detroit Tigers
1905,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1905,AL,NYA,NYY,NYY,NYA,NYA,New York Highlanders
1905,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1905,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1905,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1905,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1905,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1905,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1906,AL,BOS,BOS,BOS,BOS,BOS,Boston Americans
1906,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Superbas
1906,NL,BSN,ATL,BSN,BSN,BSN,Boston Beaneaters
1906,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1906,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1906,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1906,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1906,AL,DET,DET,DET,DET,DET,Detroit Tigers
1906,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1906,AL,NYA,NYY,NYY,NYA,NYA,New York Highlanders
1906,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1906,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1906,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1906,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1906,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1906,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1907,AL,BOS,BOS,BOS,BOS,BOS,Boston Americans
1907,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Superbas
1907,NL,BSN,ATL,BSN,BSN,BSN,Boston Doves
1907,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1907,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1907,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1907,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1907,AL,DET,DET,DET,DET,DET,Detroit Tigers
1907,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1907,AL,NYA,NYY,NYY,NYA,NYA,New York Highlanders
1907,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1907,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1907,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1907,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1907,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1907,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1908,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1908,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Superbas
1908,NL,BSN,ATL,BSN,BSN,BSN,Boston Doves
1908,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1908,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1908,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1908,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1908,AL,DET,DET,DET,DET,DET,Detroit Tigers
1908,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1908,AL,NYA,NYY,NYY,NYA,NYA,New York Highlanders
1908,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1908,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1908,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1908,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1908,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1908,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1909,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1909,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Superbas
1909,NL,BSN,ATL,BSN,BSN,BSN,Boston Doves
1909,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1909,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1909,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1909,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1909,AL,DET,DET,DET,DET,DET,Detroit Tigers
1909,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1909,AL,NYA,NYY,NYY,NYA,NYA,New York Highlanders
1909,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1909,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1909,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1909,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1909,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1909,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1910,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1910,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Superbas
1910,NL,BSN,ATL,BSN,BSN,BSN,Boston Doves
1910,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1910,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1910,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1910,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1910,AL,DET,DET,DET,DET,DET,Detroit Tigers
1910,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1910,AL,NYA,NYY,NYY,NYA,NYA,New York Highlanders
1910,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1910,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1910,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1910,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1910,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1910,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1911,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1911,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1911,NL,BSN,ATL,BSN,BSN,BSN,Boston Rustlers
1911,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1911,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1911,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1911,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1911,AL,DET,DET,DET,DET,DET,Detroit Tigers
1911,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1911,AL,NYA,NYY,NYY,NYA,NYA,New York Highlanders
1911,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1911,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1911,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1911,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1911,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1911,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1912,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1912,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Dodgers
1912,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1912,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1912,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1912,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1912,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1912,AL,DET,DET,DET,DET,DET,Detroit Tigers
1912,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1912,AL,NYA,NYY,NYY,NYA,NYA,New York Highlanders
1912,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1912,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1912,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1912,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1912,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1912,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1913,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1913,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Superbas
1913,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1913,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1913,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1913,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1913,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1913,AL,DET,DET,DET,DET,DET,Detroit Tigers
1913,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1913,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1913,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1913,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1913,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1913,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1913,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1913,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1914,FL,BLF,BLT,BAL,BLF,BLF,Baltimore Terrapins
1914,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1914,FL,BRF,BTT,BTT,BRF,BRF,Brooklyn Tip-Tops
1914,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1914,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1914,FL,BUF,BFL,BUF,BUF,BUF,Buffalo Buffeds
1914,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1914,FL,CHF,CHH,CHI,CHF,CHF,Chicago Chi-Feds
1914,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1914,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1914,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Naps
1914,AL,DET,DET,DET,DET,DET,Detroit Tigers
1914,FL,IND,NEW,IND,IND,IND,Indianapolis Hoosiers
1914,FL,KCF,KCP,KCP,KCF,KCF,Kansas City Packers
1914,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1914,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1914,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1914,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1914,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1914,FL,PTF,PBS,PBS,PTF,PTF,Pittsburgh Rebels
1914,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1914,FL,SLF,SLI,SLM,SLF,SLF,St. Louis Terriers
1914,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1914,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1915,FL,BLF,BLT,BAL,BLF,BLF,Baltimore Terrapins
1915,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1915,FL,BRF,BTT,BTT,BRF,BRF,Brooklyn Tip-Tops
1915,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1915,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1915,FL,BUF,BFL,BUF,BUF,BUF,Buffalo Blues
1915,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1915,FL,CHF,CHH,CHI,CHF,CHF,Chicago Whales
1915,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1915,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1915,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1915,AL,DET,DET,DET,DET,DET,Detroit Tigers
1915,FL,KCF,KCP,KCP,KCF,KCF,Kansas City Packers
1915,FL,NEW,NEW,NEW,NEW,NEW,Newark Pepper
1915,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1915,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1915,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1915,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1915,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1915,FL,PTF,PBS,PBS,PTF,PTF,Pittsburgh Rebels
1915,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1915,FL,SLF,SLI,SLM,SLF,SLF,St. Louis Terriers
1915,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1915,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1916,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1916,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1916,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1916,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1916,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1916,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1916,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1916,AL,DET,DET,DET,DET,DET,Detroit Tigers
1916,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1916,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1916,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1916,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1916,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1916,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1916,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1916,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1917,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1917,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1917,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1917,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1917,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1917,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1917,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1917,AL,DET,DET,DET,DET,DET,Detroit Tigers
1917,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1917,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1917,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1917,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1917,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1917,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1917,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1917,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1918,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1918,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1918,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1918,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1918,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1918,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1918,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1918,AL,DET,DET,DET,DET,DET,Detroit Tigers
1918,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1918,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1918,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1918,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1918,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1918,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1918,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1918,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1919,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1919,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1919,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1919,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1919,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1919,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1919,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1919,AL,DET,DET,DET,DET,DET,Detroit Tigers
1919,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1919,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1919,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1919,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1919,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1919,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1919,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1919,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1920,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1920,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1920,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1920,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1920,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1920,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1920,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1920,AL,DET,DET,DET,DET,DET,Detroit Tigers
1920,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1920,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1920,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1920,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1920,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1920,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1920,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1920,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1921,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1921,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1921,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1921,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1921,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1921,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1921,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1921,AL,DET,DET,DET,DET,DET,Detroit Tigers
1921,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1921,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1921,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1921,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1921,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1921,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1921,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1921,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1922,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1922,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1922,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1922,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1922,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1922,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1922,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1922,AL,DET,DET,DET,DET,DET,Detroit Tigers
1922,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1922,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1922,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1922,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1922,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1922,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1922,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1922,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1923,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1923,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1923,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1923,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1923,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1923,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1923,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1923,AL,DET,DET,DET,DET,DET,Detroit Tigers
1923,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1923,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1923,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1923,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1923,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1923,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1923,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1923,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1924,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1924,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1924,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1924,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1924,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1924,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1924,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1924,AL,DET,DET,DET,DET,DET,Detroit Tigers
1924,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1924,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1924,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1924,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1924,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1924,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1924,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1924,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1925,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1925,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1925,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1925,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1925,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1925,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1925,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1925,AL,DET,DET,DET,DET,DET,Detroit Tigers
1925,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1925,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1925,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1925,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1925,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1925,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1925,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1925,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1926,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1926,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1926,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1926,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1926,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1926,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1926,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1926,AL,DET,DET,DET,DET,DET,Detroit Tigers
1926,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1926,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1926,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1926,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1926,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1926,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1926,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1926,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1927,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1927,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1927,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1927,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1927,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1927,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1927,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1927,AL,DET,DET,DET,DET,DET,Detroit Tigers
1927,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1927,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1927,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1927,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
1927,NL,PIT,PIT,PIT,PIT,PIT,Pittsburgh Pirates
1927,AL,SLA,BAL,SLB,SLA,SLA,St. Louis Browns
1927,NL,SLN,STL,STL,SLN,SLN,St. Louis Cardinals
1927,AL,WS1,MIN,WSH,WS1,WS1,Washington Senators
1928,AL,BOS,BOS,BOS,BOS,BOS,Boston Red Sox
1928,NL,BRO,LAD,BRO,BRO,BRO,Brooklyn Robins
1928,NL,BSN,ATL,BSN,BSN,BSN,Boston Braves
1928,AL,CHA,CHW,CHW,CHA,CHA,Chicago White Sox
1928,NL,CHN,CHC,CHC,CHN,CHN,Chicago Cubs
1928,NL,CIN,CIN,CIN,CIN,CIN,Cincinnati Reds
1928,AL,CLE,CLE,CLE,CLE,CLE,Cleveland Indians
1928,AL,DET,DET,DET,DET,DET,Detroit Tigers
1928,NL,NY1,SFG,NYG,NY1,NY1,New York Giants
1928,AL,NYA,NYY,NYY,NYA,NYA,New York Yankees
1928,AL,PHA,OAK,PHA,PHA,PHA,Philadelphia Athletics
1928,NL,PHI,PHI,PHI,PHI,PHI,Philadelphia Phillies
